id,marital_status_ids:id,disability,region,date_from,maximum_marginal_rate,portion_to_be_abated,addi_port_to_be_abated_per_dep,addi_port_for_disabled_armed_forces,effe_mon_with_rate_at_the_lim_of_the_brac,table,dependent,disabilit_armed_forces,pensioner,base_salary,zero_dependents,one_dependent,two_dependents,three_dependents,four_dependents,five_or_more_dependents
income_tax_mtwoholders_disab_a_01_01_2023_2140,married_two_holders_pt,TRUE,a,2023-01-01,,,,,,,,,,2140,5.6,5.2,3.9,2.7,2.1,1.5
income_tax_mtwoholders_disab_a_01_01_2023_2278,married_two_holders_pt,TRUE,a,2023-01-01,,,,,,,,,,2278,6.9,5.8,5.3,4,2.8,2.2
income_tax_mtwoholders_disab_a_01_01_2023_2382,married_two_holders_pt,TRUE,a,2023-01-01,,,,,,,,,,2382,8.6,7.5,6.3,5.1,4.5,3.9
income_tax_mtwoholders_disab_a_01_01_2023_2552,married_two_holders_pt,TRUE,a,2023-01-01,,,,,,,,,,2552,10,8.8,7.6,6.4,5.2,4.6
income_tax_mtwoholders_disab_a_01_01_2023_2637,married_two_holders_pt,TRUE,a,2023-01-01,,,,,,,,,,2637,10.6,9.5,9,7.8,6.6,6
income_tax_mtwoholders_disab_a_01_01_2023_2741,married_two_holders_pt,TRUE,a,2023-01-01,,,,,,,,,,2741,11.4,10.2,9.7,8.5,7.3,6.7
income_tax_mtwoholders_disab_a_01_01_2023_3015,married_two_holders_pt,TRUE,a,2023-01-01,,,,,,,,,,3015,12,10.9,10.4,9.2,8,7.4
income_tax_mtwoholders_disab_a_01_01_2023_3343,married_two_holders_pt,TRUE,a,2023-01-01,,,,,,,,,,3343,12.8,12,11.7,10.7,9.8,9.5
income_tax_mtwoholders_disab_a_01_01_2023_3690,married_two_holders_pt,TRUE,a,2023-01-01,,,,,,,,,,3690,13.7,12.7,12.5,11.6,10.6,10.3
income_tax_mtwoholders_disab_a_01_01_2023_3827,married_two_holders_pt,TRUE,a,2023-01-01,,,,,,,,,,3827,14.4,13.6,13.2,12.2,12,11
income_tax_mtwoholders_disab_a_01_01_2023_4048,married_two_holders_pt,TRUE,a,2023-01-01,,,,,,,,,,4048,15.1,14.3,14,12.9,12.6,11.7
income_tax_mtwoholders_disab_a_01_01_2023_4481,married_two_holders_pt,TRUE,a,2023-01-01,,,,,,,,,,4481,16,15.3,15.1,14.1,13.7,12.7
income_tax_mtwoholders_disab_a_01_01_2023_4755,married_two_holders_pt,TRUE,a,2023-01-01,,,,,,,,,,4755,16.7,16,15.7,14.8,14.5,14.1
income_tax_mtwoholders_disab_a_01_01_2023_5060,married_two_holders_pt,TRUE,a,2023-01-01,,,,,,,,,,5060,17.4,16.7,16.4,15.5,15.2,14.9
income_tax_mtwoholders_disab_a_01_01_2023_5356,married_two_holders_pt,TRUE,a,2023-01-01,,,,,,,,,,5356,18.1,17.4,17.1,16.1,15.8,15.5
income_tax_mtwoholders_disab_a_01_01_2023_5799,married_two_holders_pt,TRUE,a,2023-01-01,,,,,,,,,,5799,18.8,18.1,17.8,16.8,16.5,16.2
income_tax_mtwoholders_disab_a_01_01_2023_6241,married_two_holders_pt,TRUE,a,2023-01-01,,,,,,,,,,6241,19.8,19,18.8,17.9,17.6,17.3
income_tax_mtwoholders_disab_a_01_01_2023_6966,married_two_holders_pt,TRUE,a,2023-01-01,,,,,,,,,,6966,20.8,20.2,20.1,19.3,19.1,19
income_tax_mtwoholders_disab_a_01_01_2023_7448,married_two_holders_pt,TRUE,a,2023-01-01,,,,,,,,,,7448,21.5,21,20.7,20,19.8,19.7
income_tax_mtwoholders_disab_a_01_01_2023_8046,married_two_holders_pt,TRUE,a,2023-01-01,,,,,,,,,,8046,22.2,21.7,21.6,20.6,20.5,20.4
income_tax_mtwoholders_disab_a_01_01_2023_8749,married_two_holders_pt,TRUE,a,2023-01-01,,,,,,,,,,8749,22.8,22.3,22.3,21.4,21.1,21
income_tax_mtwoholders_disab_a_01_01_2023_9555,married_two_holders_pt,TRUE,a,2023-01-01,,,,,,,,,,9555,23.5,23,22.9,22.1,22,21.7
income_tax_mtwoholders_disab_a_01_01_2023_10311,married_two_holders_pt,TRUE,a,2023-01-02,,,,,,,,,,10311,24.6,24.1,23.9,23.1,23,22.8
income_tax_mtwoholders_disab_a_01_01_2023_12901,married_two_holders_pt,TRUE,a,2023-01-03,,,,,,,,,,12901,25.3,24.8,24.6,23.8,23.7,23.5
income_tax_mtwoholders_disab_a_01_01_2023_9999999999,married_two_holders_pt,TRUE,a,2023-01-04,,,,,,,,,,9999999999,25.9,25.5,25.3,24.5,24.4,24.2
income_tax_nmarried_ndisab_m_01_01_2023_785,not_married_pt,FALSE,m,2023-01-01,,,,,,,,,,785,0,0,0,0,0,0
income_tax_nmarried_ndisab_m_01_01_2023_851,not_married_pt,FALSE,m,2023-01-01,,,,,,,,,,851,5.5,3.1,0.6,0,0,0
income_tax_nmarried_ndisab_m_01_01_2023_964,not_married_pt,FALSE,m,2023-01-01,,,,,,,,,,964,7,4.6,2.4,0,0,0
income_tax_nmarried_ndisab_m_01_01_2023_1051,not_married_pt,FALSE,m,2023-01-01,,,,,,,,,,1051,7.8,5.5,3.9,0.9,0,0
income_tax_nmarried_ndisab_m_01_01_2023_1113,not_married_pt,FALSE,m,2023-01-01,,,,,,,,,,1113,8.4,6.1,4.5,2.2,0,0
income_tax_nmarried_ndisab_m_01_01_2023_1194,not_married_pt,FALSE,m,2023-01-01,,,,,,,,,,1194,9.1,7.4,5.7,3.5,1.8,0.1
income_tax_nmarried_ndisab_m_01_01_2023_1280,not_married_pt,FALSE,m,2023-01-01,,,,,,,,,,1280,9.8,8.2,6.4,4.2,2.5,0.8
income_tax_nmarried_ndisab_m_01_01_2023_1380,not_married_pt,FALSE,m,2023-01-01,,,,,,,,,,1380,10.6,8.9,7.3,4.8,3.2,1.5
income_tax_nmarried_ndisab_m_01_01_2023_1466,not_married_pt,FALSE,m,2023-01-01,,,,,,,,,,1466,11.3,9.7,8,5.6,4.6,2.8
income_tax_nmarried_ndisab_m_01_01_2023_1609,not_married_pt,FALSE,m,2023-01-01,,,,,,,,,,1609,12,10.4,8.6,7,5.3,3.5
income_tax_nmarried_ndisab_m_01_01_2023_1762,not_married_pt,FALSE,m,2023-01-01,,,,,,,,,,1762,13,11.4,10.4,8,6.2,4.6
income_tax_nmarried_ndisab_m_01_01_2023_1925,not_married_pt,FALSE,m,2023-01-01,,,,,,,,,,1925,15.6,14.3,13.6,11.4,9.8,9.2
income_tax_nmarried_ndisab_m_01_01_2023_2035,not_married_pt,FALSE,m,2023-01-01,,,,,,,,,,2035,16.4,15.1,14.3,12.1,11.4,9.8
income_tax_nmarried_ndisab_m_01_01_2023_2151,not_married_pt,FALSE,m,2023-01-01,,,,,,,,,,2151,18.3,16.9,16,13.7,13,11.3
income_tax_nmarried_ndisab_m_01_01_2023_2283,not_married_pt,FALSE,m,2023-01-01,,,,,,,,,,2283,19.1,17.8,17,14.6,13.8,12.1
income_tax_nmarried_ndisab_m_01_01_2023_2437,not_married_pt,FALSE,m,2023-01-01,,,,,,,,,,2437,19.9,18.6,17.8,15.5,14.7,13
income_tax_nmarried_ndisab_m_01_01_2023_2609,not_married_pt,FALSE,m,2023-01-01,,,,,,,,,,2609,20.7,20.2,18.6,17,15.5,14.7
income_tax_nmarried_ndisab_m_01_01_2023_2848,not_married_pt,FALSE,m,2023-01-01,,,,,,,,,,2848,21.6,21,19.5,17.9,16.2,15.5
income_tax_nmarried_ndisab_m_01_01_2023_3195,not_married_pt,FALSE,m,2023-01-01,,,,,,,,,,3195,24.9,24.4,22.6,20.8,19,18.1
income_tax_nmarried_ndisab_m_01_01_2023_3637,not_married_pt,FALSE,m,2023-01-01,,,,,,,,,,3637,26.4,26.1,24.7,23.3,22.7,21.2
income_tax_nmarried_ndisab_m_01_01_2023_4239,not_married_pt,FALSE,m,2023-01-01,,,,,,,,,,4239,27.4,27.2,25.6,24.2,23.6,23.1
income_tax_nmarried_ndisab_m_01_01_2023_4786,not_married_pt,FALSE,m,2023-01-01,,,,,,,,,,4786,29,28.6,27.1,25.5,24.9,24.5
income_tax_nmarried_ndisab_m_01_01_2023_5346,not_married_pt,FALSE,m,2023-01-01,,,,,,,,,,5346,29.8,29.3,28.9,26.7,25.8,25.3
income_tax_nmarried_ndisab_m_01_01_2023_6052,not_married_pt,FALSE,m,2023-01-01,,,,,,,,,,6052,30.7,30.3,29.7,27.5,27,26.2
income_tax_nmarried_ndisab_m_01_01_2023_6924,not_married_pt,FALSE,m,2023-01-01,,,,,,,,,,6924,34.9,34.6,33.8,31.9,31.5,31.2
income_tax_nmarried_ndisab_m_01_01_2023_8171,not_married_pt,FALSE,m,2023-01-01,,,,,,,,,,8171,35.9,35.5,35.1,33.9,32.5,32.1
income_tax_nmarried_ndisab_m_01_01_2023_9840,not_married_pt,FALSE,m,2023-01-01,,,,,,,,,,9840,37.8,37.4,37,35.8,35.4,34.1
income_tax_nmarried_ndisab_m_01_01_2023_11612,not_married_pt,FALSE,m,2023-01-01,,,,,,,,,,11612,38.8,38.4,38,37.1,36.3,35
income_tax_nmarried_ndisab_m_01_01_2023_19404,not_married_pt,FALSE,m,2023-01-01,,,,,,,,,,19404,39.8,39.4,39,38.1,37.7,36
income_tax_nmarried_ndisab_m_01_01_2023_20811,not_married_pt,FALSE,m,2023-01-01,,,,,,,,,,20811,40.8,40.4,40,39.1,38.7,36.9
income_tax_nmarried_ndisab_m_01_01_2023_23413,not_married_pt,FALSE,m,2023-01-01,,,,,,,,,,23413,41.5,41.3,41,40.1,39.7,38.1
income_tax_nmarried_ndisab_m_01_01_2023_26014,not_married_pt,FALSE,m,2023-01-01,,,,,,,,,,26014,42.5,42.3,41.9,41,40.7,39.3
income_tax_nmarried_ndisab_m_01_01_2023_9999999999,not_married_pt,FALSE,m,2023-01-01,,,,,,,,,,9999999999,43.4,43.2,42.9,42,41.6,40.3
income_tax_moneholder_ndisab_m_01_01_2023_785,married_one_holder_pt,FALSE,m,2023-01-01,,,,,,,,,,785,0,0,0,0,0,0
income_tax_moneholder_ndisab_m_01_01_2023_830,married_one_holder_pt,FALSE,m,2023-01-01,,,,,,,,,,830,3.2,0.6,0,0,0,0
income_tax_moneholder_ndisab_m_01_01_2023_874,married_one_holder_pt,FALSE,m,2023-01-01,,,,,,,,,,874,3.9,1.2,0.6,0,0,0
income_tax_moneholder_ndisab_m_01_01_2023_925,married_one_holder_pt,FALSE,m,2023-01-01,,,,,,,,,,925,4.5,2.5,0.8,0,0,0
income_tax_moneholder_ndisab_m_01_01_2023_1017,married_one_holder_pt,FALSE,m,2023-01-01,,,,,,,,,,1017,5,3.2,2,0,0,0
income_tax_moneholder_ndisab_m_01_01_2023_1129,married_one_holder_pt,FALSE,m,2023-01-01,,,,,,,,,,1129,5.6,3.8,2.5,0.6,0,0
income_tax_moneholder_ndisab_m_01_01_2023_1280,married_one_holder_pt,FALSE,m,2023-01-01,,,,,,,,,,1280,6.4,4.8,3.2,1.3,0,0
income_tax_moneholder_ndisab_m_01_01_2023_1445,married_one_holder_pt,FALSE,m,2023-01-01,,,,,,,,,,1445,7.5,6.2,5,3,1.8,1.2
income_tax_moneholder_ndisab_m_01_01_2023_1677,married_one_holder_pt,FALSE,m,2023-01-01,,,,,,,,,,1677,8.2,7,5.7,4.4,3.2,1.9
income_tax_moneholder_ndisab_m_01_01_2023_1784,married_one_holder_pt,FALSE,m,2023-01-01,,,,,,,,,,1784,9.2,8,7.4,5.4,4.1,3.6
income_tax_moneholder_ndisab_m_01_01_2023_1903,married_one_holder_pt,FALSE,m,2023-01-01,,,,,,,,,,1903,11,9.7,9.2,7.1,5.7,5.1
income_tax_moneholder_ndisab_m_01_01_2023_2056,married_one_holder_pt,FALSE,m,2023-01-01,,,,,,,,,,2056,11.8,10.4,9.8,7.8,7.2,5.8
income_tax_moneholder_ndisab_m_01_01_2023_2221,married_one_holder_pt,FALSE,m,2023-01-01,,,,,,,,,,2221,13.4,12,11.3,9.1,8.5,7.1
income_tax_moneholder_ndisab_m_01_01_2023_2416,married_one_holder_pt,FALSE,m,2023-01-01,,,,,,,,,,2416,14.2,13.6,12.2,9.9,9.3,7.9
income_tax_moneholder_ndisab_m_01_01_2023_2642,married_one_holder_pt,FALSE,m,2023-01-01,,,,,,,,,,2642,14.9,14.4,13,11.5,10.1,9.5
income_tax_moneholder_ndisab_m_01_01_2023_3020,married_one_holder_pt,FALSE,m,2023-01-01,,,,,,,,,,3020,15.8,15.2,13.9,12.4,10.9,10.3
income_tax_moneholder_ndisab_m_01_01_2023_3455,married_one_holder_pt,FALSE,m,2023-01-01,,,,,,,,,,3455,19.8,19.8,18.3,17,15.8,15.4
income_tax_moneholder_ndisab_m_01_01_2023_3717,married_one_holder_pt,FALSE,m,2023-01-01,,,,,,,,,,3717,20.7,20.6,19.4,17.9,17.5,16.2
income_tax_moneholder_ndisab_m_01_01_2023_3995,married_one_holder_pt,FALSE,m,2023-01-01,,,,,,,,,,3995,21.6,21.5,20.3,19,18.5,17.2
income_tax_moneholder_ndisab_m_01_01_2023_4333,married_one_holder_pt,FALSE,m,2023-01-01,,,,,,,,,,4333,22.5,22.4,21.1,19.9,19.6,19
income_tax_moneholder_ndisab_m_01_01_2023_4739,married_one_holder_pt,FALSE,m,2023-01-01,,,,,,,,,,4739,23.9,23.4,22.1,20.8,20.4,20.1
income_tax_moneholder_ndisab_m_01_01_2023_5224,married_one_holder_pt,FALSE,m,2023-01-01,,,,,,,,,,5224,24.8,24.3,23.9,21.7,21.3,21
income_tax_moneholder_ndisab_m_01_01_2023_5819,married_one_holder_pt,FALSE,m,2023-01-01,,,,,,,,,,5819,25.7,25.1,24.8,22.6,22.2,21.9
income_tax_moneholder_ndisab_m_01_01_2023_6568,married_one_holder_pt,FALSE,m,2023-01-01,,,,,,,,,,6568,26.6,26,25.7,23.5,23.2,22.8
income_tax_moneholder_ndisab_m_01_01_2023_7537,married_one_holder_pt,FALSE,m,2023-01-01,,,,,,,,,,7537,29.4,29.3,28.9,26.7,26.6,26.4
income_tax_moneholder_ndisab_m_01_01_2023_8687,married_one_holder_pt,FALSE,m,2023-01-01,,,,,,,,,,8687,30.4,30.3,30.1,28.7,27.5,27.3
income_tax_moneholder_ndisab_m_01_01_2023_9609,married_one_holder_pt,FALSE,m,2023-01-01,,,,,,,,,,9609,31.8,31.7,31.6,30.4,29,28.8
income_tax_moneholder_ndisab_m_01_01_2023_10754,married_one_holder_pt,FALSE,m,2023-01-01,,,,,,,,,,10754,32.8,32.7,32.5,31.4,31.2,29.7
income_tax_moneholder_ndisab_m_01_01_2023_14423,married_one_holder_pt,FALSE,m,2023-01-01,,,,,,,,,,14423,34.1,34,33.5,32.3,32.1,31
income_tax_moneholder_ndisab_m_01_01_2023_20706,married_one_holder_pt,FALSE,m,2023-01-01,,,,,,,,,,20706,36,35.9,35.8,34.7,34.6,33.4
income_tax_moneholder_ndisab_m_01_01_2023_23413,married_one_holder_pt,FALSE,m,2023-01-01,,,,,,,,,,23413,36.9,36.8,36.7,36.1,35.5,34.4
income_tax_moneholder_ndisab_m_01_01_2023_26014,married_one_holder_pt,FALSE,m,2023-01-01,,,,,,,,,,26014,37.9,37.8,37.7,37,36.8,35.3
income_tax_moneholder_ndisab_m_01_01_2023_29135,married_one_holder_pt,FALSE,m,2023-01-01,,,,,,,,,,29135,38.9,38.8,38.7,38,37.8,36.6
income_tax_moneholder_ndisab_m_01_01_2023_9999999999,married_one_holder_pt,FALSE,m,2023-01-01,,,,,,,,,,9999999999,39.9,39.8,39.7,39,38.8,37.6
income_tax_mtwoholders_ndisab_m_01_01_2023_785,married_two_holders_pt,FALSE,m,2023-01-01,,,,,,,,,,785,0,0,0,0,0,0
income_tax_mtwoholders_ndisab_m_01_01_2023_851,married_two_holders_pt,FALSE,m,2023-01-01,,,,,,,,,,851,5.5,3.5,2.3,1.7,0.4,0
income_tax_mtwoholders_ndisab_m_01_01_2023_964,married_two_holders_pt,FALSE,m,2023-01-01,,,,,,,,,,964,7,5,4.5,2.6,2.1,0.8
income_tax_mtwoholders_ndisab_m_01_01_2023_1051,married_two_holders_pt,FALSE,m,2023-01-01,,,,,,,,,,1051,7.8,6,5.4,3.5,3,2.1
income_tax_mtwoholders_ndisab_m_01_01_2023_1113,married_two_holders_pt,FALSE,m,2023-01-01,,,,,,,,,,1113,8.4,6.6,6,4.1,3.3,2.7
income_tax_mtwoholders_ndisab_m_01_01_2023_1194,married_two_holders_pt,FALSE,m,2023-01-01,,,,,,,,,,1194,9.1,7.9,7.4,5.5,4.9,3.6
income_tax_mtwoholders_ndisab_m_01_01_2023_1280,married_two_holders_pt,FALSE,m,2023-01-01,,,,,,,,,,1280,9.8,8.6,8,6.2,5.5,4.3
income_tax_mtwoholders_ndisab_m_01_01_2023_1380,married_two_holders_pt,FALSE,m,2023-01-01,,,,,,,,,,1380,10.5,10,8.8,7.4,6.2,5.6
income_tax_mtwoholders_ndisab_m_01_01_2023_1466,married_two_holders_pt,FALSE,m,2023-01-01,,,,,,,,,,1466,11.3,10.7,9.5,8.3,7,6.4
income_tax_mtwoholders_ndisab_m_01_01_2023_1609,married_two_holders_pt,FALSE,m,2023-01-01,,,,,,,,,,1609,12,11.5,10.2,9,7.8,7.1
income_tax_mtwoholders_ndisab_m_01_01_2023_1762,married_two_holders_pt,FALSE,m,2023-01-01,,,,,,,,,,1762,13,12.4,11.3,10,9.4,8.2
income_tax_mtwoholders_ndisab_m_01_01_2023_1925,married_two_holders_pt,FALSE,m,2023-01-01,,,,,,,,,,1925,15.6,15.1,13.8,12.5,11.9,10.6
income_tax_mtwoholders_ndisab_m_01_01_2023_2035,married_two_holders_pt,FALSE,m,2023-01-01,,,,,,,,,,2035,16.4,16,14.5,13.2,12.6,11.4
income_tax_mtwoholders_ndisab_m_01_01_2023_2151,married_two_holders_pt,FALSE,m,2023-01-01,,,,,,,,,,2151,18.3,17.9,16.4,14.8,14.2,13.6
income_tax_mtwoholders_ndisab_m_01_01_2023_2283,married_two_holders_pt,FALSE,m,2023-01-01,,,,,,,,,,2283,19.1,18.6,17.3,15.8,15,14.5
income_tax_mtwoholders_ndisab_m_01_01_2023_2437,married_two_holders_pt,FALSE,m,2023-01-01,,,,,,,,,,2437,19.9,19.6,18.9,16.6,16,15.2
income_tax_mtwoholders_ndisab_m_01_01_2023_2609,married_two_holders_pt,FALSE,m,2023-01-01,,,,,,,,,,2609,20.7,20.4,19.7,17.6,16.9,16.2
income_tax_mtwoholders_ndisab_m_01_01_2023_2848,married_two_holders_pt,FALSE,m,2023-01-01,,,,,,,,,,2848,21.5,21.1,20.6,18.3,17.7,17
income_tax_mtwoholders_ndisab_m_01_01_2023_3195,married_two_holders_pt,FALSE,m,2023-01-01,,,,,,,,,,3195,24.8,24.5,23.7,21.3,20.6,19.9
income_tax_mtwoholders_ndisab_m_01_01_2023_3637,married_two_holders_pt,FALSE,m,2023-01-01,,,,,,,,,,3637,26.3,26.2,25.8,23.7,23.4,23
income_tax_mtwoholders_ndisab_m_01_01_2023_4239,married_two_holders_pt,FALSE,m,2023-01-01,,,,,,,,,,4239,27.3,27.2,26.8,25.5,24.3,23.9
income_tax_mtwoholders_ndisab_m_01_01_2023_4786,married_two_holders_pt,FALSE,m,2023-01-01,,,,,,,,,,4786,29,28.7,28.3,26.8,25.6,25.2
income_tax_mtwoholders_ndisab_m_01_01_2023_5346,married_two_holders_pt,FALSE,m,2023-01-01,,,,,,,,,,5346,29.8,29.5,29.2,28,27.3,26.1
income_tax_mtwoholders_ndisab_m_01_01_2023_6052,married_two_holders_pt,FALSE,m,2023-01-01,,,,,,,,,,6052,30.7,30.5,30.1,28.9,28.5,27
income_tax_mtwoholders_ndisab_m_01_01_2023_6924,married_two_holders_pt,FALSE,m,2023-01-01,,,,,,,,,,6924,34.8,34.7,34.2,33.5,33.3,33.1
income_tax_mtwoholders_ndisab_m_01_01_2023_8171,married_two_holders_pt,FALSE,m,2023-01-01,,,,,,,,,,8171,35.8,35.6,35.4,34.4,34.3,34.1
income_tax_mtwoholders_ndisab_m_01_01_2023_9840,married_two_holders_pt,FALSE,m,2023-01-01,,,,,,,,,,9840,37.7,37.5,37.3,36.2,36,35.9
income_tax_mtwoholders_ndisab_m_01_01_2023_11612,married_two_holders_pt,FALSE,m,2023-01-01,,,,,,,,,,11612,38.7,38.5,38.3,37.6,37,36.8
income_tax_mtwoholders_ndisab_m_01_01_2023_19404,married_two_holders_pt,FALSE,m,2023-01-01,,,,,,,,,,19404,39.7,39.5,39.3,38.6,38.4,37.8
income_tax_mtwoholders_ndisab_m_01_01_2023_20811,married_two_holders_pt,FALSE,m,2023-01-01,,,,,,,,,,20811,40.7,40.5,40.3,39.6,39.4,38.8
income_tax_mtwoholders_ndisab_m_01_01_2023_23413,married_two_holders_pt,FALSE,m,2023-01-01,,,,,,,,,,23413,41.4,41.3,41.2,40.6,40.4,40
income_tax_mtwoholders_ndisab_m_01_01_2023_26014,married_two_holders_pt,FALSE,m,2023-01-01,,,,,,,,,,26014,42.4,42.3,42.2,41.5,41.3,41.1
income_tax_mtwoholders_ndisab_m_01_01_2023_9999999999,married_two_holders_pt,FALSE,m,2023-01-01,,,,,,,,,,9999999999,43.4,43.3,43.2,42.5,42.3,42.1
income_tax_nmarried_disab_m_01_01_2023_1348,not_married_pt,TRUE,m,2023-01-01,,,,,,,,,,1348,0,0,0,0,0,0
income_tax_nmarried_disab_m_01_01_2023_1456,not_married_pt,TRUE,m,2023-01-01,,,,,,,,,,1456,0.8,0,0,0,0,0
income_tax_nmarried_disab_m_01_01_2023_1498,not_married_pt,TRUE,m,2023-01-01,,,,,,,,,,1498,2.9,0.4,0,0,0,0
income_tax_nmarried_disab_m_01_01_2023_1687,not_married_pt,TRUE,m,2023-01-01,,,,,,,,,,1687,3.6,1.8,0,0,0,0
income_tax_nmarried_disab_m_01_01_2023_2013,not_married_pt,TRUE,m,2023-01-01,,,,,,,,,,2013,5.2,3.7,2.9,0.2,0,0
income_tax_nmarried_disab_m_01_01_2023_2140,not_married_pt,TRUE,m,2023-01-01,,,,,,,,,,2140,6.3,4.9,4.1,1.7,0.9,0
income_tax_nmarried_disab_m_01_01_2023_2278,not_married_pt,TRUE,m,2023-01-01,,,,,,,,,,2278,7.8,5.6,4.9,3.3,1.7,0.9
income_tax_nmarried_disab_m_01_01_2023_2382,not_married_pt,TRUE,m,2023-01-01,,,,,,,,,,2382,10.3,7.9,6.4,4.8,3.1,2.3
income_tax_nmarried_disab_m_01_01_2023_2552,not_married_pt,TRUE,m,2023-01-01,,,,,,,,,,2552,12,9.6,8,6.4,4.8,3.1
income_tax_nmarried_disab_m_01_01_2023_2637,not_married_pt,TRUE,m,2023-01-01,,,,,,,,,,2637,12.7,11.2,9.6,8,5.6,4.8
income_tax_nmarried_disab_m_01_01_2023_2741,not_married_pt,TRUE,m,2023-01-01,,,,,,,,,,2741,13.6,12,10.4,8.9,7.2,6.4
income_tax_nmarried_disab_m_01_01_2023_3015,not_married_pt,TRUE,m,2023-01-01,,,,,,,,,,3015,14.4,12.9,11.2,9.7,8.9,8
income_tax_nmarried_disab_m_01_01_2023_3343,not_married_pt,TRUE,m,2023-01-01,,,,,,,,,,3343,16.9,15.6,14.1,12.7,12.2,11.6
income_tax_nmarried_disab_m_01_01_2023_3690,not_married_pt,TRUE,m,2023-01-01,,,,,,,,,,3690,18,16.6,15.2,13.8,13.2,12.6
income_tax_nmarried_disab_m_01_01_2023_3827,not_married_pt,TRUE,m,2023-01-01,,,,,,,,,,3827,18.9,17.7,17,14.7,14.1,13.6
income_tax_nmarried_disab_m_01_01_2023_4048,not_married_pt,TRUE,m,2023-01-01,,,,,,,,,,4048,19.8,18.6,18.1,15.6,15,14.5
income_tax_nmarried_disab_m_01_01_2023_4481,not_married_pt,TRUE,m,2023-01-01,,,,,,,,,,4481,21.6,20.4,19.9,17.5,16.8,16.2
income_tax_nmarried_disab_m_01_01_2023_4755,not_married_pt,TRUE,m,2023-01-01,,,,,,,,,,4755,22.5,21.3,20.8,18.5,17.9,17.2
income_tax_nmarried_disab_m_01_01_2023_5060,not_married_pt,TRUE,m,2023-01-01,,,,,,,,,,5060,23.4,22.2,21.7,19.4,18.8,18.3
income_tax_nmarried_disab_m_01_01_2023_5356,not_married_pt,TRUE,m,2023-01-01,,,,,,,,,,5356,24.4,23.2,22.6,20.3,19.8,19.2
income_tax_nmarried_disab_m_01_01_2023_5799,not_married_pt,TRUE,m,2023-01-01,,,,,,,,,,5799,25.2,24.1,23.5,22.1,20.6,20.1
income_tax_nmarried_disab_m_01_01_2023_6241,not_married_pt,TRUE,m,2023-01-01,,,,,,,,,,6241,26.6,25.4,24.9,23.4,22,21.4
income_tax_nmarried_disab_m_01_01_2023_6966,not_married_pt,TRUE,m,2023-01-01,,,,,,,,,,6966,29.4,28.4,28,26.7,25.3,24.9
income_tax_nmarried_disab_m_01_01_2023_7448,not_married_pt,TRUE,m,2023-01-01,,,,,,,,,,7448,30.4,29.5,29,27.6,26.3,25.9
income_tax_nmarried_disab_m_01_01_2023_8046,not_married_pt,TRUE,m,2023-01-01,,,,,,,,,,8046,31.4,30.5,30.1,28.6,28.2,26.8
income_tax_nmarried_disab_m_01_01_2023_8749,not_married_pt,TRUE,m,2023-01-01,,,,,,,,,,8749,32.3,31.5,31.1,29.7,28.7,27.8
income_tax_nmarried_disab_m_01_01_2023_9555,not_married_pt,TRUE,m,2023-01-01,,,,,,,,,,9555,33.3,32.4,32,30.7,29.3,28.8
income_tax_nmarried_disab_m_01_01_2023_10311,not_married_pt,TRUE,m,2023-01-01,,,,,,,,,,10311,34.7,33.9,33.5,32.1,31.7,30.4
income_tax_nmarried_disab_m_01_01_2023_12901,not_married_pt,TRUE,m,2023-01-01,,,,,,,,,,12901,35.7,34.8,34.5,33.1,32.7,31.4
income_tax_nmarried_disab_m_01_01_2023_9999999999,not_married_pt,TRUE,m,2023-01-01,,,,,,,,,,9999999999,36.6,35.8,35.4,34.1,33.7,32.3
income_tax_moneholder_disab_m_01_01_2023_1698,married_one_holder_pt,TRUE,m,2023-01-01,,,,,,,,,,1698,0,0,0,0,0,0
income_tax_moneholder_disab_m_01_01_2023_1804,married_one_holder_pt,TRUE,m,2023-01-01,,,,,,,,,,1804,0.6,0,0,0,0,0
income_tax_moneholder_disab_m_01_01_2023_1961,married_one_holder_pt,TRUE,m,2023-01-01,,,,,,,,,,1961,2.8,0.8,0.2,0,0,0
income_tax_moneholder_disab_m_01_01_2023_2030,married_one_holder_pt,TRUE,m,2023-01-01,,,,,,,,,,2030,3.7,2.4,1.7,0.3,0,0
income_tax_moneholder_disab_m_01_01_2023_2411,married_one_holder_pt,TRUE,m,2023-01-01,,,,,,,,,,2411,4.8,4.2,2.7,1.2,0,0
income_tax_moneholder_disab_m_01_01_2023_2594,married_one_holder_pt,TRUE,m,2023-01-01,,,,,,,,,,2594,5.5,5,3.5,2,0.5,0
income_tax_moneholder_disab_m_01_01_2023_2848,married_one_holder_pt,TRUE,m,2023-01-01,,,,,,,,,,2848,7.1,6.5,5.2,3.7,3,1.5
income_tax_moneholder_disab_m_01_01_2023_3058,married_one_holder_pt,TRUE,m,2023-01-01,,,,,,,,,,3058,7.9,7.4,6,4.5,3.8,2.3
income_tax_moneholder_disab_m_01_01_2023_3279,married_one_holder_pt,TRUE,m,2023-01-01,,,,,,,,,,3279,10.2,9.5,7.9,6.4,5.6,4
income_tax_moneholder_disab_m_01_01_2023_3455,married_one_holder_pt,TRUE,m,2023-01-01,,,,,,,,,,3455,11.3,11,9.7,8.4,8,7.7
