id,marital_status_ids:id,disability,region,date_from,maximum_marginal_rate,portion_to_be_abated,addi_port_to_be_abated_per_dep,addi_port_for_disabled_armed_forces,effe_mon_with_rate_at_the_lim_of_the_brac,table,dependent,disabilit_armed_forces,pensioner,base_salary,zero_dependents,one_dependent,two_dependents,three_dependents,four_dependents,five_or_more_dependents
income_tax_3305_I_c_01012026_with_mth,married_two_holders_pt,FALSE,c,2026-01-01,0.3836,487.66,21.43,,0.236,I,with_one_or_more,FALSE,FALSE,3305,,,,,,
income_tax_5547_I_c_01012026_with_mth,married_two_holders_pt,FALSE,c,2026-01-01,0.3969,531.62,21.43,,0.301,I,with_one_or_more,FALSE,FALSE,5547,,,,,,
income_tax_20221_I_c_01012026_with_mth,married_two_holders_pt,FALSE,c,2026-01-01,0.4495,823.4,21.43,,0.409,I,with_one_or_more,FALSE,FALSE,20221,,,,,,
income_tax_999999999_I_c_01012026_with_mth,married_two_holders_pt,FALSE,c,2026-01-01,0.4717,1272.31,21.43,,,I,with_one_or_more,FALSE,FALSE,999999999,,,,,,
income_tax_920_I_c_01012026_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,c,2026-01-01,0,0,,,0,I,no,FALSE,FALSE,920,,,,,,
income_tax_1042_I_c_01012026_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,c,2026-01-01,0.125,0.125 * 2.6 * (1273.85 - R),,,0.053,I,no,FALSE,FALSE,1042,,,,,,
income_tax_1108_I_c_01012026_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,c,2026-01-01,0.157,0.1570 * 1.35 * (1554.83 - R),,,0.072,I,no,FALSE,FALSE,1108,,,,,,
income_tax_1154_I_c_01012026_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,c,2026-01-01,0.157,94.71,,,0.075,I,no,FALSE,FALSE,1154,,,,,,
income_tax_1212_I_c_01012026_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,c,2026-01-01,0.212,158.18,,,0.081,I,no,FALSE,FALSE,1212,,,,,,
income_tax_1819_I_c_01012026_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,c,2026-01-01,0.241,193.33,,,0.135,I,no,FALSE,FALSE,1819,,,,,,
income_tax_2119_I_c_01012026_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,c,2026-01-01,0.311,320.66,,,0.16,I,no,FALSE,FALSE,2119,,,,,,
income_tax_2499_I_c_01012026_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,c,2026-01-01,0.349,401.19,,,0.188,I,no,FALSE,FALSE,2499,,,,,,
income_tax_3305_I_c_01012026_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,c,2026-01-01,0.3836,487.66,,,0.236,I,no,FALSE,FALSE,3305,,,,,,
income_tax_5547_I_c_01012026_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,c,2026-01-01,0.3969,531.62,,,0.301,I,no,FALSE,FALSE,5547,,,,,,
income_tax_20221_I_c_01012026_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,c,2026-01-01,0.4495,823.4,,,0.409,I,no,FALSE,FALSE,20221,,,,,,
income_tax_999999999_I_c_01012026_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,c,2026-01-01,0.4717,1272.31,,,,I,no,FALSE,FALSE,999999999,,,,,,
income_tax_920_II_c_01012026_with_nm,not_married_pt,FALSE,c,2026-01-01,0,0,0,,0,II,with_one_or_more,FALSE,FALSE,920,,,,,,
income_tax_1042_II_c_01012026_with_nm,not_married_pt,FALSE,c,2026-01-01,0.125,0.125 * 2.6 * (1273.85 - R),34.29,,0.053,II,with_one_or_more,FALSE,FALSE,1042,,,,,,
income_tax_1108_II_c_01012026_with_nm,not_married_pt,FALSE,c,2026-01-01,0.157,0.1570 * 1.35 * (1554.83 - R),34.29,,0.072,II,with_one_or_more,FALSE,FALSE,1108,,,,,,
income_tax_1154_II_c_01012026_with_nm,not_married_pt,FALSE,c,2026-01-01,0.157,94.71,34.29,,0.075,II,with_one_or_more,FALSE,FALSE,1154,,,,,,
income_tax_1212_II_c_01012026_with_nm,not_married_pt,FALSE,c,2026-01-01,0.212,158.18,34.29,,0.081,II,with_one_or_more,FALSE,FALSE,1212,,,,,,
income_tax_1819_II_c_01012026_with_nm,not_married_pt,FALSE,c,2026-01-01,0.241,193.33,34.29,,0.135,II,with_one_or_more,FALSE,FALSE,1819,,,,,,
income_tax_2119_II_c_01012026_with_nm,not_married_pt,FALSE,c,2026-01-01,0.311,320.66,34.29,,0.16,II,with_one_or_more,FALSE,FALSE,2119,,,,,,
income_tax_2499_II_c_01012026_with_nm,not_married_pt,FALSE,c,2026-01-01,0.349,401.19,34.29,,0.188,II,with_one_or_more,FALSE,FALSE,2499,,,,,,
income_tax_3305_II_c_01012026_with_nm,not_married_pt,FALSE,c,2026-01-01,0.3836,487.66,34.29,,0.236,II,with_one_or_more,FALSE,FALSE,3305,,,,,,
income_tax_5547_II_c_01012026_with_nm,not_married_pt,FALSE,c,2026-01-01,0.3969,531.62,34.29,,0.301,II,with_one_or_more,FALSE,FALSE,5547,,,,,,
income_tax_20221_II_c_01012026_with_nm,not_married_pt,FALSE,c,2026-01-01,0.4495,823.4,34.29,,0.409,II,with_one_or_more,FALSE,FALSE,20221,,,,,,
income_tax_999999999_II_c_01012026_with_nm,not_married_pt,FALSE,c,2026-01-01,0.4717,1272.31,34.29,,,II,with_one_or_more,FALSE,FALSE,999999999,,,,,,
income_tax_991_III_c_01012026_with_moh,married_one_holder_pt,FALSE,c,2026-01-01,0,0,0,,0,III,with_one_or_more,FALSE,FALSE,991,,,,,,
income_tax_1042_III_c_01012026_with_moh,married_one_holder_pt,FALSE,c,2026-01-01,0.125,0.125 * 2.6 * (1372.15 - R),42.86,,0.022,III,with_one_or_more,FALSE,FALSE,1042,,,,,,
income_tax_1108_III_c_01012026_with_moh,married_one_holder_pt,FALSE,c,2026-01-01,0.125,0.125 * 1.35 * (1677.85 - R),42.86,,0.038,III,with_one_or_more,FALSE,FALSE,1108,,,,,,
income_tax_1119_III_c_01012026_with_moh,married_one_holder_pt,FALSE,c,2026-01-01,0.125,96.17,42.86,,0.039,III,with_one_or_more,FALSE,FALSE,1119,,,,,,
income_tax_1432_III_c_01012026_with_moh,married_one_holder_pt,FALSE,c,2026-01-01,0.1272,98.64,42.86,,0.058,III,with_one_or_more,FALSE,FALSE,1432,,,,,,
income_tax_1962_III_c_01012026_with_moh,married_one_holder_pt,FALSE,c,2026-01-01,0.157,141.32,42.86,,0.085,III,with_one_or_more,FALSE,FALSE,1962,,,,,,
income_tax_2240_III_c_01012026_with_moh,married_one_holder_pt,FALSE,c,2026-01-01,0.1938,213.53,42.86,,0.098,III,with_one_or_more,FALSE,FALSE,2240,,,,,,
income_tax_2773_III_c_01012026_with_moh,married_one_holder_pt,FALSE,c,2026-01-01,0.2277,289.47,42.86,,0.123,III,with_one_or_more,FALSE,FALSE,2773,,,,,,
income_tax_3389_III_c_01012026_with_moh,married_one_holder_pt,FALSE,c,2026-01-01,0.257,370.72,42.86,,0.148,III,with_one_or_more,FALSE,FALSE,3389,,,,,,
income_tax_5965_III_c_01012026_with_moh,married_one_holder_pt,FALSE,c,2026-01-01,0.2881,476.12,42.86,,0.208,III,with_one_or_more,FALSE,FALSE,5965,,,,,,
income_tax_20265_III_c_01012026_with_moh,married_one_holder_pt,FALSE,c,2026-01-01,0.3843,1049.96,42.86,,0.332,III,with_one_or_more,FALSE,FALSE,20265,,,,,,
income_tax_999999999_III_c_01012026_with_moh,married_one_holder_pt,FALSE,c,2026-01-01,0.4717,2821.13,42.86,,,III,with_one_or_more,FALSE,FALSE,999999999,,,,,,
income_tax_991_III_c_01012026_no_moh,married_one_holder_pt,FALSE,c,2026-01-01,0,0,,,0,III,no,FALSE,FALSE,991,,,,,,
income_tax_1042_III_c_01012026_no_moh,married_one_holder_pt,FALSE,c,2026-01-01,0.125,0.125 * 2.6 * (1372.15 - R),,,0.022,III,no,FALSE,FALSE,1042,,,,,,
income_tax_1108_III_c_01012026_no_moh,married_one_holder_pt,FALSE,c,2026-01-01,0.125,0.125 * 1.35 * (1677.85 - R),,,0.038,III,no,FALSE,FALSE,1108,,,,,,
income_tax_1119_III_c_01012026_no_moh,married_one_holder_pt,FALSE,c,2026-01-01,0.125,96.17,,,0.039,III,no,FALSE,FALSE,1119,,,,,,
income_tax_1432_III_c_01012026_no_moh,married_one_holder_pt,FALSE,c,2026-01-01,0.1272,98.64,,,0.058,III,no,FALSE,FALSE,1432,,,,,,
income_tax_1962_III_c_01012026_no_moh,married_one_holder_pt,FALSE,c,2026-01-01,0.157,141.32,,,0.085,III,no,FALSE,FALSE,1962,,,,,,
income_tax_2240_III_c_01012026_no_moh,married_one_holder_pt,FALSE,c,2026-01-01,0.1938,213.53,,,0.098,III,no,FALSE,FALSE,2240,,,,,,
income_tax_2773_III_c_01012026_no_moh,married_one_holder_pt,FALSE,c,2026-01-01,0.2277,289.47,,,0.123,III,no,FALSE,FALSE,2773,,,,,,
income_tax_3389_III_c_01012026_no_moh,married_one_holder_pt,FALSE,c,2026-01-01,0.257,370.72,,,0.148,III,no,FALSE,FALSE,3389,,,,,,
income_tax_5965_III_c_01012026_no_moh,married_one_holder_pt,FALSE,c,2026-01-01,0.2881,476.12,,,0.208,III,no,FALSE,FALSE,5965,,,,,,
income_tax_20265_III_c_01012026_no_moh,married_one_holder_pt,FALSE,c,2026-01-01,0.3843,1049.96,,,0.332,III,no,FALSE,FALSE,20265,,,,,,
income_tax_999999999_III_c_01012026_no_moh,married_one_holder_pt,FALSE,c,2026-01-01,0.4717,2821.13,,,,III,no,FALSE,FALSE,999999999,,,,,,
income_tax_1694_IV_c_01012026_no_nm_mth,"not_married_pt,married_two_holders_pt",TRUE,c,2026-01-01,0,0,,,0,IV,no,FALSE,FALSE,1694,,,,,,
income_tax_2063_IV_c_01012026_no_nm_mth,"not_married_pt,married_two_holders_pt",TRUE,c,2026-01-01,0.212,359.13,,,0.038,IV,no,FALSE,FALSE,2063,,,,,,
income_tax_2492_IV_c_01012026_no_nm_mth,"not_married_pt,married_two_holders_pt",TRUE,c,2026-01-01,0.311,563.37,,,0.085,IV,no,FALSE,FALSE,2492,,,,,,
income_tax_4487_IV_c_01012026_no_nm_mth,"not_married_pt,married_two_holders_pt",TRUE,c,2026-01-01,0.349,658.07,,,0.202,IV,no,FALSE,FALSE,4487,,,,,,
income_tax_4753_IV_c_01012026_no_nm_mth,"not_married_pt,married_two_holders_pt",TRUE,c,2026-01-01,0.3836,813.33,,,0.212,IV,no,FALSE,FALSE,4753,,,,,,
income_tax_6687_IV_c_01012026_no_nm_mth,"not_married_pt,married_two_holders_pt",TRUE,c,2026-01-01,0.3969,876.55,,,0.266,IV,no,FALSE,FALSE,6687,,,,,,
income_tax_20468_IV_c_01012026_no_nm_mth,"not_married_pt,married_two_holders_pt",TRUE,c,2026-01-01,0.4495,1228.29,,,0.389,IV,no,FALSE,FALSE,20468,,,,,,
income_tax_999999999_IV_c_01012026_no_nm_mth,"not_married_pt,married_two_holders_pt",TRUE,c,2026-01-01,0.4717,1682.68,,,,IV,no,FALSE,FALSE,999999999,,,,,,
income_tax_1938_V_c_01012026_with_nm,not_married_pt,TRUE,c,2026-01-01,0,0,0,,0,V,with_one_or_more,FALSE,FALSE,1938,,,,,,
income_tax_2063_V_c_01012026_with_nm,not_married_pt,TRUE,c,2026-01-01,0.2132,413.19,42.86,,0.013,V,with_one_or_more,FALSE,FALSE,2063,,,,,,
income_tax_2854_V_c_01012026_with_nm,not_married_pt,TRUE,c,2026-01-01,0.311,614.96,42.86,,0.096,V,with_one_or_more,FALSE,FALSE,2854,,,,,,
income_tax_4504_V_c_01012026_with_nm,not_married_pt,TRUE,c,2026-01-01,0.349,723.42,42.86,,0.188,V,with_one_or_more,FALSE,FALSE,4504,,,,,,
income_tax_6826_V_c_01012026_with_nm,not_married_pt,TRUE,c,2026-01-01,0.3836,879.26,42.86,,0.255,V,with_one_or_more,FALSE,FALSE,6826,,,,,,
income_tax_7048_V_c_01012026_with_nm,not_married_pt,TRUE,c,2026-01-01,0.3969,970.05,42.86,,0.259,V,with_one_or_more,FALSE,FALSE,7048,,,,,,
income_tax_20468_V_c_01012026_with_nm,not_married_pt,TRUE,c,2026-01-01,0.4495,1340.78,42.86,,0.384,V,with_one_or_more,FALSE,FALSE,20468,,,,,,
income_tax_999999999_V_c_01012026_with_nm,not_married_pt,TRUE,c,2026-01-01,0.4717,1795.17,42.86,,,V,with_one_or_more,FALSE,FALSE,999999999,,,,,,
income_tax_1668_VI_c_01012026_with_mth,married_two_holders_pt,TRUE,c,2026-01-01,0,0,0,,0,VI,with_one_or_more,FALSE,FALSE,1668,,,,,,
income_tax_2068_VI_c_01012026_with_mth,married_two_holders_pt,TRUE,c,2026-01-01,0.2049,341.78,21.43,,0.04,VI,with_one_or_more,FALSE,FALSE,2068,,,,,,
income_tax_2497_VI_c_01012026_with_mth,married_two_holders_pt,TRUE,c,2026-01-01,0.241,416.44,21.43,,0.074,VI,with_one_or_more,FALSE,FALSE,2497,,,,,,
income_tax_3107_VI_c_01012026_with_mth,married_two_holders_pt,TRUE,c,2026-01-01,0.311,591.23,21.43,,0.121,VI,with_one_or_more,FALSE,FALSE,3107,,,,,,
income_tax_4504_VI_c_01012026_with_mth,married_two_holders_pt,TRUE,c,2026-01-01,0.349,709.3,21.43,,0.192,VI,with_one_or_more,FALSE,FALSE,4504,,,,,,
income_tax_6826_VI_c_01012026_with_mth,married_two_holders_pt,TRUE,c,2026-01-01,0.3836,865.14,21.43,,0.257,VI,with_one_or_more,FALSE,FALSE,6826,,,,,,
income_tax_7048_VI_c_01012026_with_mth,married_two_holders_pt,TRUE,c,2026-01-01,0.3969,955.93,21.43,,0.261,VI,with_one_or_more,FALSE,FALSE,7048,,,,,,
income_tax_20468_VI_c_01012026_with_mth,married_two_holders_pt,TRUE,c,2026-01-01,0.4495,1326.66,21.43,,0.385,VI,with_one_or_more,FALSE,FALSE,20468,,,,,,
income_tax_999999999_VI_c_01012026_with_mth,married_two_holders_pt,TRUE,c,2026-01-01,0.4717,1781.05,21.43,,,VI,with_one_or_more,FALSE,FALSE,999999999,,,,,,
income_tax_2325_VII_c_01012026_with_moh,married_one_holder_pt,TRUE,c,2026-01-01,0,0,0,,0,VII,with_one_or_more,FALSE,FALSE,2325,,,,,,
income_tax_3494_VII_c_01012026_with_moh,married_one_holder_pt,TRUE,c,2026-01-01,0.2277,529.41,42.86,,0.076,VII,with_one_or_more,FALSE,FALSE,3494,,,,,,
income_tax_3761_VII_c_01012026_with_moh,married_one_holder_pt,TRUE,c,2026-01-01,0.257,631.79,42.86,,0.089,VII,with_one_or_more,FALSE,FALSE,3761,,,,,,
income_tax_6687_VII_c_01012026_with_moh,married_one_holder_pt,TRUE,c,2026-01-01,0.2881,748.76,42.86,,0.176,VII,with_one_or_more,FALSE,FALSE,6687,,,,,,
income_tax_20468_VII_c_01012026_with_moh,married_one_holder_pt,TRUE,c,2026-01-01,0.4244,1660.2,42.86,,0.343,VII,with_one_or_more,FALSE,FALSE,20468,,,,,,
income_tax_999999999_VII_c_01012026_with_moh,married_one_holder_pt,TRUE,c,2026-01-01,0.4717,2628.34,42.86,,,VII,with_one_or_more,FALSE,FALSE,999999999,,,,,,
income_tax_920_VIII_c_01012026_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,c,2026-01-01,0,0,,,0,VIII,no,FALSE,TRUE,920,,,,,,
income_tax_1042_VIII_c_01012026_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,c,2026-01-01,0.125,0.125 * 2.6 * (1320.92 - R),,,0.038,VIII,no,FALSE,TRUE,1042,,,,,,
income_tax_1100_VIII_c_01012026_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,c,2026-01-01,0.157,0.157 * 1.35 * (1627.01 - R),,,0.055,VIII,no,FALSE,TRUE,1100,,,,,,
income_tax_1133_VIII_c_01012026_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,c,2026-01-01,0.157,111.7,,,0.058,VIII,no,FALSE,TRUE,1133,,,,,,
income_tax_1239_VIII_c_01012026_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,c,2026-01-01,0.212,174.02,,,0.072,VIII,no,FALSE,TRUE,1239,,,,,,
income_tax_1869_VIII_c_01012026_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,c,2026-01-01,0.241,209.96,,,0.129,VIII,no,FALSE,TRUE,1869,,,,,,
income_tax_2114_VIII_c_01012026_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,c,2026-01-01,0.311,340.79,,,0.15,VIII,no,FALSE,TRUE,2114,,,,,,
income_tax_2361_VIII_c_01012026_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,c,2026-01-01,0.349,421.13,,,0.171,VIII,no,FALSE,TRUE,2361,,,,,,
income_tax_3462_VIII_c_01012026_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,c,2026-01-01,0.431,614.74,,,0.253,VIII,no,FALSE,TRUE,3462,,,,,,
income_tax_5833_VIII_c_01012026_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,c,2026-01-01,0.446,666.67,,,0.332,VIII,no,FALSE,TRUE,5833,,,,,,
income_tax_18332_VIII_c_01012026_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,c,2026-01-01,0.505,1010.82,,,0.45,VIII,no,FALSE,TRUE,18332,,,,,,
income_tax_999999999_VIII_c_01012026_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,c,2026-01-01,0.53,1469.12,,,,VIII,no,FALSE,TRUE,999999999,,,,,,
income_tax_920_IX_c_01012026_no_moh,married_one_holder_pt,FALSE,c,2026-01-01,0,0,,,0,IX,no,FALSE,TRUE,920,,,,,,
income_tax_1042_IX_c_01012026_no_moh,married_one_holder_pt,FALSE,c,2026-01-01,0.125,0.125 * 2.6 * (1381.69 - R),,,0.019,IX,no,FALSE,TRUE,1042,,,,,,
income_tax_1100_IX_c_01012026_no_moh,married_one_holder_pt,FALSE,c,2026-01-01,0.125,0.157 * 1.728 * (1553.11 - R),,,0.036,IX,no,FALSE,TRUE,1100,,,,,,
income_tax_1170_IX_c_01012026_no_moh,married_one_holder_pt,FALSE,c,2026-01-01,0.125,97.88,,,0.041,IX,no,FALSE,TRUE,1170,,,,,,
income_tax_1526_IX_c_01012026_no_moh,married_one_holder_pt,FALSE,c,2026-01-01,0.159,137.66,,,0.069,IX,no,FALSE,TRUE,1526,,,,,,
income_tax_1884_IX_c_01012026_no_moh,married_one_holder_pt,FALSE,c,2026-01-01,0.1928,189.24,,,0.092,IX,no,FALSE,TRUE,1884,,,,,,
income_tax_2314_IX_c_01012026_no_moh,married_one_holder_pt,FALSE,c,2026-01-01,0.2177,236.16,,,0.116,IX,no,FALSE,TRUE,2314,,,,,,
income_tax_3245_IX_c_01012026_no_moh,married_one_holder_pt,FALSE,c,2026-01-01,0.2792,378.48,,,0.163,IX,no,FALSE,TRUE,3245,,,,,,
income_tax_3480_IX_c_01012026_no_moh,married_one_holder_pt,FALSE,c,2026-01-01,0.3233,521.59,,,0.173,IX,no,FALSE,TRUE,3480,,,,,,
income_tax_6085_IX_c_01012026_no_moh,married_one_holder_pt,FALSE,c,2026-01-01,0.3237,522.99,,,0.238,IX,no,FALSE,TRUE,6085,,,,,,
income_tax_18350_IX_c_01012026_no_moh,married_one_holder_pt,FALSE,c,2026-01-01,0.4293,1165.57,,,0.366,IX,no,FALSE,TRUE,18350,,,,,,
income_tax_999999999_IX_c_01012026_no_moh,married_one_holder_pt,FALSE,c,2026-01-01,0.53,3013.42,,,,IX,no,FALSE,TRUE,999999999,,,,,,
income_tax_1816_X_c_01012026_no_nm_mth,"not_married_pt,married_two_holders_pt",TRUE,c,2026-01-01,0,0,,0,0,X,no,TRUE,TRUE,1816,,,,,,
income_tax_2063_X_c_01012026_no_nm_mth,"not_married_pt,married_two_holders_pt",TRUE,c,2026-01-01,0.241,437.66,,18.19,0.029,X,no,TRUE,TRUE,2063,,,,,,
income_tax_2492_X_c_01012026_no_nm_mth,"not_married_pt,married_two_holders_pt",TRUE,c,2026-01-01,0.311,582.07,,18.19,0.077,X,no,TRUE,TRUE,2492,,,,,,
income_tax_3280_X_c_01012026_no_nm_mth,"not_married_pt,married_two_holders_pt",TRUE,c,2026-01-01,0.349,676.77,,18.19,0.143,X,no,TRUE,TRUE,3280,,,,,,
income_tax_4598_X_c_01012026_no_nm_mth,"not_married_pt,married_two_holders_pt",TRUE,c,2026-01-01,0.431,945.73,,18.19,0.225,X,no,TRUE,TRUE,4598,,,,,,
income_tax_6627_X_c_01012026_no_nm_mth,"not_married_pt,married_two_holders_pt",TRUE,c,2026-01-01,0.446,1014.7,,18.19,0.293,X,no,TRUE,TRUE,6627,,,,,,
income_tax_18529_X_c_01012026_no_nm_mth,"not_married_pt,married_two_holders_pt",TRUE,c,2026-01-01,0.505,1405.7,,18.19,0.429,X,no,TRUE,TRUE,18529,,,,,,
income_tax_999999999_X_c_01012026_no_nm_mth,"not_married_pt,married_two_holders_pt",TRUE,c,2026-01-01,0.53,1868.93,,18.19,,X,no,TRUE,TRUE,999999999,,,,,,
income_tax_2257_XI_c_02012026_no_moh,married_one_holder_pt,TRUE,c,2026-01-01,0,0,,0,0,XI,no,TRUE,TRUE,2257,,,,,,
income_tax_2782_XI_c_03012026_no_moh,married_one_holder_pt,TRUE,c,2026-01-01,0.1822,411.23,,36.38,0.034,XI,no,TRUE,TRUE,2782,,,,,,
income_tax_3359_XI_c_04012026_no_moh,married_one_holder_pt,TRUE,c,2026-01-01,0.2373,564.52,,36.38,0.069,XI,no,TRUE,TRUE,3359,,,,,,
income_tax_4074_XI_c_05012026_no_moh,married_one_holder_pt,TRUE,c,2026-01-01,0.3017,780.84,,36.38,0.11,XI,no,TRUE,TRUE,4074,,,,,,
income_tax_6266_XI_c_06012026_no_moh,married_one_holder_pt,TRUE,c,2026-01-01,0.3637,1033.43,,36.38,0.199,XI,no,TRUE,TRUE,6266,,,,,,
income_tax_18169_XI_c_07012026_no_moh,married_one_holder_pt,TRUE,c,2026-01-01,0.4697,1697.63,,36.38,0.376,XI,no,TRUE,TRUE,18169,,,,,,
income_tax_999999999_XI_c_08012026_no_moh,married_one_holder_pt,TRUE,c,2026-01-01,0.53,2793.23,,36.38,,XI,no,TRUE,TRUE,999999999,,,,,,
income_tax_980_I_m_01012026_with_mth,married_two_holders_pt,FALSE,m,2026-01-01,0,0,0,,0,I,with_one_or_more,FALSE,FALSE,980,,,,,,
income_tax_1028_I_m_01012026_with_mth,married_two_holders_pt,FALSE,m,2026-01-01,0.0872,0.0872 * 2.6 * (1356.92 - R),21.43,,0.015,I,with_one_or_more,FALSE,FALSE,1028,,,,,,
income_tax_1099_I_m_01012026_with_mth,married_two_holders_pt,FALSE,m,2026-01-01,0.1204,0.1204 * 1.35 * (1696.78 - R),21.43,,0.032,I,with_one_or_more,FALSE,FALSE,1099,,,,,,
income_tax_1201_I_m_01012026_with_mth,married_two_holders_pt,FALSE,m,2026-01-01,0.1204,97.17,21.43,,0.039,I,with_one_or_more,FALSE,FALSE,1201,,,,,,
income_tax_1623_I_m_01012026_with_mth,married_two_holders_pt,FALSE,m,2026-01-01,0.1763,164.31,21.43,,0.075,I,with_one_or_more,FALSE,FALSE,1623,,,,,,
income_tax_2332_I_m_01012026_with_mth,married_two_holders_pt,FALSE,m,2026-01-01,0.223,240.11,21.43,,0.12,I,with_one_or_more,FALSE,FALSE,2332,,,,,,
income_tax_3203_I_m_01012026_with_mth,married_two_holders_pt,FALSE,m,2026-01-01,0.2242,242.91,21.43,,0.148,I,with_one_or_more,FALSE,FALSE,3203,,,,,,
income_tax_3614_I_m_01012026_with_mth,married_two_holders_pt,FALSE,m,2026-01-01,0.2727,398.26,21.43,,0.163,I,with_one_or_more,FALSE,FALSE,3614,,,,,,
income_tax_6585_I_m_01012026_with_mth,married_two_holders_pt,FALSE,m,2026-01-01,0.2778,416.7,21.43,,0.215,I,with_one_or_more,FALSE,FALSE,6585,,,,,,
income_tax_6954_I_m_01012026_with_mth,married_two_holders_pt,FALSE,m,2026-01-01,0.2802,432.51,21.43,,0.218,I,with_one_or_more,FALSE,FALSE,6954,,,,,,
income_tax_21411_I_m_01012026_with_mth,married_two_holders_pt,FALSE,m,2026-01-01,0.2924,517.35,21.43,,0.268,I,with_one_or_more,FALSE,FALSE,21411,,,,,,
income_tax_999999999_I_m_01012026_with_mth,married_two_holders_pt,FALSE,m,2026-01-01,0.3278,1275.3,21.43,,,I,with_one_or_more,FALSE,FALSE,999999999,,,,,,
income_tax_980_I_m_01012026_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,m,2026-01-01,0,0,,,0,I,no,FALSE,FALSE,980,,,,,,
income_tax_1028_I_m_01012026_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,m,2026-01-01,0.0872,0.0872 * 2.6 * (1356.92 - R),,,0.015,I,no,FALSE,FALSE,1028,,,,,,
income_tax_1099_I_m_01012026_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,m,2026-01-01,0.1204,0.1204 * 1.35 * (1696.78 - R),,,0.032,I,no,FALSE,FALSE,1099,,,,,,
income_tax_1201_I_m_01012026_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,m,2026-01-01,0.1204,97.17,,,0.039,I,no,FALSE,FALSE,1201,,,,,,
income_tax_1623_I_m_01012026_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,m,2026-01-01,0.1763,164.31,,,0.075,I,no,FALSE,FALSE,1623,,,,,,
income_tax_2332_I_m_01012026_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,m,2026-01-01,0.223,240.11,,,0.12,I,no,FALSE,FALSE,2332,,,,,,
income_tax_3203_I_m_01012026_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,m,2026-01-01,0.2242,242.91,,,0.148,I,no,FALSE,FALSE,3203,,,,,,
income_tax_3614_I_m_01012026_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,m,2026-01-01,0.2727,398.26,,,0.163,I,no,FALSE,FALSE,3614,,,,,,
income_tax_6585_I_m_01012026_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,m,2026-01-01,0.2778,416.7,,,0.215,I,no,FALSE,FALSE,6585,,,,,,
income_tax_6954_I_m_01012026_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,m,2026-01-01,0.2802,432.51,,,0.218,I,no,FALSE,FALSE,6954,,,,,,
income_tax_21411_I_m_01012026_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,m,2026-01-01,0.2924,517.35,,,0.268,I,no,FALSE,FALSE,21411,,,,,,
income_tax_999999999_I_m_01012026_no_nm_mth,"not_married_pt,married_two_holders_pt",FALSE,m,2026-01-01,0.3278,1275.3,,,,I,no,FALSE,FALSE,999999999,,,,,,
income_tax_980_II_m_01012026_with_nm,not_married_pt,FALSE,m,2026-01-01,0,0,0,,0,II,with_one_or_more,FALSE,FALSE,980,,,,,,
income_tax_1028_II_m_01012026_with_nm,not_married_pt,FALSE,m,2026-01-01,0.0872,0.0872 * 2.6 * (1356.92 - R),34.29,,0.015,II,with_one_or_more,FALSE,FALSE,1028,,,,,,
income_tax_1099_II_m_01012026_with_nm,not_married_pt,FALSE,m,2026-01-01,0.1204,0.1204 * 1.35 * (1696.78 - R),34.29,,0.032,II,with_one_or_more,FALSE,FALSE,1099,,,,,,
